Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
20-40,Loy,29.934788166752,1.3305561105688,7.75434536799877,2.82085244223402,20.7479122037856,16.2108802405227,117.704514349252,0.919498902351818,176.860920871025,17.1512987530171,34.1247688440167,125.534115110953,0.847262801123589,168.078296096946,11.2941583549004,68035905,Paxta
0-20,Qumoq,33.7442703947013,1.24207879380358,7.02000510149342,2.66309204296061,24.0258047069446,22.4214212391256,131.960469161702,1.17809768788973,148.912745766539,15.9287494897315,31.4505938559789,140.275502314063,0.993610448600741,185.140756636545,11.4821399295911,73865539,Paxta
40-60,Loy,25.0634196871692,1.39794420025552,6.60631734790593,1.48988292608256,75.1881551453551,50.6865002976692,120.586227404282,1.0638497712423,97.7337934926681,13.6599777262435,22.4465025460295,56.2195745748673,0.732026488906367,83.7792062025001,5.14117178008922,8469462,Loviya
40-60,Loy,29.6731590819519,1.46512650937938,8.05854616149572,3.08724282830007,16.0810122438047,12.079637198877,116.675178301258,1.06779636836278,150.375378437721,11.8014607024484,34.8274018873427,39.5408608649261,0.650414981248844,71.6009354131238,9.00880530546915,5690827,Paxta
0-20,Qumoq,28.6327182101274,1.25056641950758,6.27242968735761,0.815436131316851,168.751091424892,82.3272192570348,182.358987089557,3.78634158217316,146.448770331226,29.226398237899,43.7252084623373,147.683658903457,1.19676472793911,104.464100571177,10.4623219921931,75309982,Kartoshka
40-60,Loy,25.5257305090695,1.45956084462356,6.81981816042963,1.27246792066759,50.7172090282164,54.8859583083769,117.482950969829,0.859993838761888,140.168151331435,9.08117379782149,24.7347693049696,38.3917715520756,0.536346750333554,132.827949591006,7.18375155162189,463893,Loviya
20-40,Qumoq,21.0291562975866,1.15359422891478,6.17624667725351,1.77121555302975,176.094614372695,24.1330480605405,166.899229970938,1.04763628515861,68.4456872996407,17.9283159549056,3.82517831629456,17.7493623272897,0.633238629265563,19.5700203890161,2.68035666103687,1603334,Sabzi
20-40,Gill,21.0821213379168,1.31237152927969,6.49153454726009,1.36115518331846,97.6217763152645,58.9527249011341,123.020264227513,0.647188006606984,121.046214884513,18.9012153390204,30.4644864301323,83.7224122100802,0.4907165815063,44.8971680478031,2.21210257425263,,Qalampir
40-60,Gill,25.5258902631072,1.46279585655041,7.50897172252921,2.3898887878953,13.8314459734789,13.0726342245422,100.366003609665,0.987452104758269,215.570509050662,10.4041764873149,48.5068573154681,236.282112373165,1.58156831243694,104.403935735664,19.1321809502136,1837637,Bug'doy
40-60,Gill,29.2514190796119,1.32065033894228,7.01089531403386,1.81475200490187,142.731407926924,58.8736152890675,214.530647563694,2.0137285880217,104.197294563318,21.4468970972231,41.3310412901125,119.551024917247,0.801757421226464,137.056515520183,18.4952886961554,36532401,Makkajo'xori
20-40,Qumoq,16.049015016477,1.49315734094155,7.02183396839986,1.5210726397465,112.535564979543,,72.1603772655516,0.617487137445681,66.2251552056958,9.12790620889841,1.98674085959448,11.0033670608409,0.694692120966491,10.5646125702317,1.57703330042833,149928,Sabzi
20-40,Yengil qum,22.4471692423282,1.1933083950642,6.18244790714326,1.86986281141114,146.637968801585,44.27182076786,158.438306139363,1.14705386120817,54.6826715989238,13.5742433663849,3.12663897256276,15.1078935567237,0.870238967457404,21.5793920345545,2.03230574017691,1194568,Sabzi
0-20,Qum,29.1297057776171,1.14102278972008,5.89481897912076,1.06350841601428,129.310297178577,74.364690594568,255.59132484562,3.0660714321679,139.48233288909,29.4849819390036,40.4650554711626,189.97348437426,1.38165013079322,100.109734588454,9.51290391243224,516083993,Kartoshka
20-40,Loy,19.7665031733884,1.52296405058272,6.79347182755729,1.91347382233024,112.331655560768,31.1077995554598,123.337929732011,1.21696112857462,91.9869690104061,19.0809353776386,26.4478585970097,59.681395412765,0.698381185847566,78.0430351814039,4.78300656064703,800382,Qalampir
0-20,Qumoq,26.1588787067466,1.27850737581332,7.64951293389049,2.99719542663786,22.3253410427572,22.6565500979357,145.145925633421,1.61052032669706,174.2524228783,17.4055648361368,36.6850072496129,132.018572392856,0.902726236670703,177.978422720335,9.13241325986082,42484180,Paxta
20-40,Qum,29.1227520732018,1.2414837796638,7.05578286574838,1.56537970819483,143.490301020424,51.2493237103511,275.565586800901,2.77636800106762,170.927811485771,27.1737164307798,48.659687927329,75.382168639578,1.07059861821517,175.30751508472,15.920949512476,175432613,Makkajo'xori
0-20,Loy,29.5308203254549,1.24852673347029,6.59797002315593,1.7113116675089,65.5056710748258,47.0504519224326,195.689078860045,1.29535588265741,126.16450726336,13.0385447563821,25.4220301507548,,0.818606838287236,176.629678866155,18.4797641300259,40613255,Loviya
40-60,Qum,26.991166881322,1.4850965973834,8.0812322482983,1.69218056279722,12.0368629983393,12.1962136479502,98.5505320951829,0.893140831083927,126.751839337052,12.9171592727381,26.9991631649749,64.629533764706,0.400522373432889,102.77057072034,18.9963876362284,4596900,Bug'doy
0-20,Qumoq,27.5377062316233,1.18991298165652,,1.35926942116814,154.796702161051,51.87436214286,245.611910896644,3.15886053034552,122.035706533017,30.321962932534,45.4342548872956,147.517332639254,1.25967924804936,163.185781180222,16.9740354407937,28734942,Kartoshka
20-40,Qum,23.6443707138,1.29673231098831,6.54930475760314,1.69121339300088,73.4455899262744,62.112377658859,143.256998207036,1.03401911942804,110.813305268016,17.3622441926783,30.3292099249036,93.3242206771139,0.51064116165742,178.337475884766,14.0615537432053,7482905,Loviya
0-20,Qumoq,26.4059026028483,1.11449947132906,6.2963439671175,1.01085944709843,179.202745908561,28.4448416822814,142.310296159401,1.0653350923689,71.5469399199182,27.3642476514455,2.96303574267522,13.99590917326,0.832950335087923,21.8231519211081,1.91726827555915,3647269,Sabzi
0-20,Loy,28.2486289568497,1.18466087347889,6.61519126063812,1.64649618852899,118.527160113867,97.0470894187642,200.050166572472,1.94781846386057,128.923145104963,21.1226515768315,32.2653476128009,127.682931211758,0.65863520091923,143.059938666429,13.6667629944417,10006976,Qalampir
20-40,Qumoq,22.9721621590361,1.48938199838377,6.70652066527989,1.40509803297512,87.7025048643974,65.3292749594045,177.719178599244,0.743007708583248,129.070639404993,14.3175187583257,31.8273659220897,53.7047187680764,0.491720755535676,52.3774322664307,7.12836365810911,118417,Qalampir
40-60,Loy,22.1368518142922,1.47538452273447,7.45569889597244,2.85606720793792,20.8861393851576,18.0383324579409,128.361885133255,1.10619330317033,128.744936337241,13.8427846757943,24.2426396005399,35.4911507595753,,109.88547592602,8.96028791268651,446471,Paxta
20-40,Loy,26.9250709290806,1.36131443307617,6.68056288428141,1.38952609724638,119.30465344496,67.7002249035083,168.482054702218,1.18881838405417,174.089145305023,17.0229754300621,24.0612079391063,63.2433424102212,0.807786126295093,111.618530570387,6.6448065865606,2216381,Qalampir
20-40,Loy,27.8215862746595,1.40521911359132,7.61172039162947,3.06071868334993,10.3093456527697,14.8200573935709,116.45628104228,0.910600524363097,117.373739247633,11.6426042490268,25.8354556560601,34.8810089476304,0.538178214028343,50.2452879602025,4.30875838228145,97629,Paxta
0-20,Loy,25.1617085466689,1.00157491826482,6.42419532207403,1.45017330161777,160.487873147152,36.5793523712383,129.131166205704,1.12820188708464,94.2838672261872,29.3229509114528,3.76703042117216,16.5689506517258,0.680619015492845,22.0052913878996,2.06773977420141,929872,Sabzi
0-20,Loy,30.7303340652745,1.26836860817229,7.09189104863728,1.09944390702973,24.8409624399891,17.7257245923629,186.449436740711,1.20094772132727,191.756519395103,16.732121844453,51.1779803391225,300.733044875218,1.2978574208169,196.728943225869,12.8783198870844,15278328,Bug'doy
20-40,Loy,23.376373546347,1.32121242929451,7.66453766384472,2.03745572040363,63.1681925320906,66.2245943108448,207.862904770989,2.36944011558844,73.7093884657929,22.3576430258427,37.064791426926,111.218598698966,0.45032208290678,126.549696728516,9.2353965516905,1768731,Makkajo'xori
40-60,Loy,23.2834761657403,1.54864823822018,7.60663043185739,2.65427882225077,19.9673179948607,12.1459518338818,125.104697333829,0.884703835150119,93.4955723212523,9.72453325069576,32.6542145979399,104.287928602732,0.463996699194104,139.706105740402,11.9734656601761,199769,Paxta
0-20,Qumoq,28.0778909051936,1.1056411330065,6.32327470551378,1.01979173709992,148.217293757488,57.7578572839669,210.033120587629,3.10940449894919,168.897595209483,37.2410031968369,39.8023149910195,195.361197424642,1.09423751975555,195.041805915467,11.262998727332,117671805,Kartoshka
0-20,Loy,28.9020940145359,1.25830664339289,7.43559612585692,1.13837070371711,28.7184978610829,21.9686463940155,170.665262709544,1.16083172710865,236.75261735242,17.0658726283747,76.5116736875844,267.561593408724,1.55588062139628,246.766829718889,15.6462556988906,32555435,Bug'doy
20-40,Yengil qum,23.9165395399807,1.53224628064936,7.06792384033572,1.53019236864745,57.4323075025247,54.7700691530272,61.7872420716334,0.801238439099579,99.943876592249,12.0083678443693,24.0235042335263,35.9003907260657,0.333328213563031,67.1722343011941,9.24907826965188,55276,Loviya
20-40,Gill,25.4394300191179,1.37225855899102,6.40724141106039,1.73280449552791,89.3127178919317,54.7554952817468,113.562417603569,1.4683108830338,144.751650944004,15.4352534717638,23.9520797922014,104.880942522578,0.576608163199397,87.9750010632834,11.7264893224641,54008398,Loviya
20-40,Qumoq,21.7424344311971,1.43389263336502,6.81656252041641,1.93974187682837,125.203806711147,25.3909682533516,67.9307813927508,0.665991030979799,44.858944003875,13.8949173617599,1.2886892050189,13.3350083887439,0.436463055528154,9.2508216645595,1.09301058997789,20652,Sabzi
20-40,Gill,24.2749367877035,1.15739808897051,6.86289030604858,1.85662435023458,170.058092420091,29.5061810807257,116.948529942497,0.759102517145364,89.287677775147,18.556028460649,3.654922199282,11.8682203380843,0.778120924146532,16.0274567108381,1.37806504700766,1750895,Sabzi
20-40,Loy,24.0433499156936,1.44949177355308,7.81886823159466,3.43799823314668,20.4206924078873,17.2076049580252,118.190464204697,0.856587423934608,123.457057478837,10.5824397496877,27.8000843384713,126.784580060054,0.836273885877621,143.153550536875,11.0848451827376,8903315,Paxta
40-60,Loy,25.761222767228,1.43996785635541,7.44934930233804,2.34966431666244,10.5887439525417,10.7022869295639,97.0226136086392,0.923638310754696,170.987860560105,13.7422862086091,38.9976255826237,130.719780566669,1.33610789605906,185.277261601655,9.00821075658724,163010,Bug'doy
20-40,Yengil qum,22.334344377247,1.40145759170583,6.817627502595,1.69982157393706,94.6971956086792,62.3317630429523,183.707444440406,1.16667758856888,107.012192660018,7.69439821484785,12.5314629235095,39.9337798971426,0.66500976463399,58.9562573567632,6.54486698939282,51811,Qalampir
0-20,Qumoq,24.3520816975921,1.17909538710295,6.17422857148139,1.40138632240607,161.512735063144,48.6064167542734,179.909272338358,1.4417514749498,84.2778471265033,26.6739444290992,2.92923741948403,19.7532426374971,0.872177963849808,20.8982947273753,1.74286569381415,2957887,Sabzi
40-60,Loy,20.3810791163179,1.49858972695259,6.5184313849327,1.39660555129411,49.0090650059869,56.3796680627533,137.369984025889,1.27179408052516,156.439319144069,15.0344150697916,25.1381055772328,34.8771246184009,0.747823563181007,77.6031356595392,9.84688657528502,714403,Loviya
20-40,Loy,26.4422224673899,1.34799593393008,6.74779887072009,1.24507751546114,83.051939586958,64.2138739639242,145.899176610457,1.62800184412363,125.054762121164,17.3515480525072,31.1235136715008,118.814154788954,0.63036891028529,162.857157188978,7.50523863084273,65748034,Loviya
20-40,Qumoq,22.685971741755,1.46870410926775,7.22813158849644,1.83781806902129,68.8739274406111,32.4255959626011,237.933202920413,1.94141807665214,134.810608482396,18.5621534713194,18.1518629020735,36.373357565078,0.404294118566949,162.239301145161,8.61655816337357,42747838,Makkajo'xori
0-20,Loy,,1.2788349764385,,2.8480908179021,28.0715573617508,18.3629065282596,144.3416665914,1.41620851092909,134.207521784099,16.1915915365311,31.3105248567966,133.54653325617,0.914860084922439,125.681466222045,8.66686978723231,39297982,Paxta
0-20,Loy,30.9549432631561,1.17360271741411,5.9352783719984,1.59646012759585,144.090306479751,68.8003762241408,282.249595979969,2.54053239713061,195.115139072731,31.2559437198245,42.1612244566235,87.4442087972615,1.76169670528233,226.855610196479,12.7563105354634,384242090,Makkajo'xori
40-60,Qum,24.8223377169748,1.44660419225789,,2.72821796695436,18.7389004673827,18.4902208274964,105.328290313854,0.796933970674379,122.391638663817,9.97331396595061,16.7430394518198,57.3018802642822,0.5131670457007,113.954593882342,6.3154232227555,805665,Paxta
20-40,Loy,23.2113495014204,1.36620124173153,6.59486723623896,1.47377408165801,83.5535389639014,55.2322681770835,171.668345474452,1.71908151871235,153.586966728383,12.8607485270017,38.0569285655189,98.2788651292165,0.557676204540511,99.9418436551852,8.55021166554583,35930030,Loviya
20-40,Qumoq,20.2267577994529,1.3383329554568,6.88568359840967,1.81702993896795,45.9857828085834,36.1223425424454,85.0728837898701,0.912253738828565,91.9455756821717,11.9982427018175,25.4116131592913,10.542608569703,0.551103536343202,49.1457408662907,2.83458939326625,20462,Loviya
20-40,Qumoq,20.5102496027958,1.459179838294,6.46005433867523,1.44739899857273,93.0190495884491,28.7893766504198,178.710801866707,1.78694607434651,107.019517420845,17.3057956650911,18.8392288323789,95.0940652732722,0.795953683277934,54.0035869050788,2.3117831890671,137965,Kartoshka
20-40,Loy,26.5015079878772,1.39069995212077,7.46993872840038,2.04665878984886,18.3673469255764,10.2859946394899,113.116003008852,0.96666515226877,244.568647648233,12.4980791171238,30.2322873089714,203.665122947922,1.01617102853164,212.013514380691,13.2587002341283,17526214,Bug'doy
0-20,Loy,28.1168266170975,1.28935478138826,7.6694723401965,1.40198735676024,29.6123404397281,14.4313688735375,132.01681881315,1.32900060805521,286.478251340517,12.8411443911061,67.0542812736713,120.065738997696,1.94821455128462,234.710460007268,13.0864796331037,15943495,Bug'doy
0-20,Loy,30.3990169799515,1.26965659205463,6.6347548744367,2.04174280177539,,20.1223019205438,123.151630873218,1.62663498956893,194.718797665708,12.5159292052122,40.6475270677447,119.153630398855,0.774658123172955,112.157099767075,12.4137363486662,87371396,Paxta
0-20,Loy,26.3278131215055,1.14939107543962,6.14988461419996,1.02227414152602,88.6336795417195,62.7457360036282,168.053546176506,1.81618347455761,133.60235379952,17.07283171533,34.5898376368989,90.1885116870126,,107.223444434189,14.274128536705,11006181,Loviya
20-40,Loy,24.6064790418052,1.13467193042228,6.45950903968917,1.74334879727304,158.78258227587,34.6298867590627,115.971023578846,0.854239969025001,58.0401266633727,22.4578197273929,2.37407211334774,15.7045492937049,0.833201422610849,15.5497587220809,1.43676546429995,2617017,Sabzi
0-20,Yengil qum,28.5302534197495,1.28617051490143,7.19557979251194,1.37306476924042,28.8144315979713,13.3129999762713,188.292479703624,1.15434190889462,197.359349739913,16.2010359311275,63.3173973862572,,1.98390307255433,195.259063858893,21.7710882383558,11615159,Bug'doy
20-40,Qumoq,28.0135958841124,1.30038074683727,7.22799540284918,1.92164984668467,19.4462331941537,9.90177515073853,128.503684302734,0.873521241642305,161.04982605663,17.3062842528454,31.6016550926492,299.389674836949,0.740315360033426,123.292607073345,14.9087459568759,3737716,Bug'doy
0-20,Loy,32.2209216449362,1.17180589026052,5.85170768583473,1.28689534933053,127.778469076105,98.3597359167381,263.435770317371,2.40008145798659,158.23945758943,27.8318223056493,74.0133354058068,186.290360040872,1.54517524956607,209.396182247879,15.6652326851931,676048787,Makkajo'xori
20-40,Qumoq,27.8282528191031,1.22467841158116,6.23944229889567,1.48877600242816,115.099901069353,74.9131930205315,186.200837418078,3.33706123600593,168.957789135448,28.8183249895133,30.4345157316134,151.662578202106,0.963610004946668,147.580674146762,,4066715,Kartoshka
20-40,Loy,21.4283840669605,1.42352239076534,8.16600598120879,3.5800141366553,11.9825037579103,13.098949255885,96.5306114946715,1.04212782410501,108.46330206327,7.67313137108542,29.1409544866576,42.8580493328718,0.539626363503187,97.6301098888351,11.0899938613682,728266,Paxta
20-40,Loy,26.3316732426154,1.27003923186632,6.12402856700463,1.89554485569739,73.998304215265,63.8760940114688,127.965854889924,1.22126344993183,103.394464585853,17.3747510352437,39.4075490171836,104.381272544208,0.5193099939922,113.855066683025,17.692911107359,55475693,Loviya
20-40,Gill,23.9646442715508,1.31547973448495,6.08921800315488,1.38476637548168,152.322927620981,49.7262018926989,184.33635238301,2.00109400639111,142.573746885764,28.8530230412176,38.2124672023444,,1.21037463455908,124.659156331709,10.0593923082113,1255161,Kartoshka
20-40,Loy,26.4203396375554,1.64912626474108,7.4291507961286,3.63048198694054,11.6527175886156,13.1570437754318,90.5867894969584,0.904417557636117,110.769113313296,6.24629730092404,26.8692064628774,55.3626943463908,0.497573757462784,103.95507138782,13.7324269905736,137838,Paxta
20-40,Qumoq,21.0239525975807,1.53642782281817,6.77524863256224,1.26027507874936,78.8355470360632,30.0757123872207,128.949189981523,1.89942248552898,119.034556850811,24.1924826945123,22.6636639925757,32.1906746793908,0.480782838164662,51.3528458677855,9.17977298374553,164993,Kartoshka
20-40,Loy,22.3613619546099,1.55360907499032,7.65057120758164,2.0979946479401,6.61448635949537,8.30482486894097,110.339925525281,0.718526767213001,176.624023958028,7.3433518811489,25.9047816895912,80.3544260951529,0.581282000881731,108.310028156441,7.91201791635879,478575,Bug'doy
0-20,Qumoq,29.7183328754206,1.25207083962734,7.05521224524973,1.61053826177009,24.5958336305326,20.842009587987,190.279069220921,1.30038221964445,280.107203357358,12.176155521088,79.0060166171775,119.604118675654,1.00484792660432,157.195408381962,,14942970,Bug'doy
20-40,Loy,19.244914891677,1.56669488948573,6.98173577115628,1.37173796458202,54.9555183867631,50.6388726878865,130.825088923098,0.614429525777991,72.4503729753273,12.3544659956737,28.0747343173118,15.8491989485597,0.481292282909815,114.714368378816,13.1201193428888,135244,Loviya
40-60,Loy,20.3337728600089,1.34636954480261,6.8490357791443,1.93529379192592,44.2968924153504,40.4394025234851,109.230590813027,1.04881334770894,112.115391416248,12.3878907491103,24.8234057906003,31.3049586015819,0.50503994294621,73.1781964597567,11.897529860765,4385184,Loviya
0-20,Loy,29.059461087942,1.20190278948434,7.06091605386794,1.00672989096254,28.9410483081048,15.2735221195744,141.131890747642,1.34135749108585,250.828666741328,18.8322760657017,50.388726000685,255.847564195455,0.98618572006899,204.126720988006,21.9399284605935,18058987,Bug'doy
20-40,Qumoq,29.7899428020783,1.32343658437362,6.80182395025618,1.10927764237727,114.257298281312,56.4282022776759,204.836013877247,2.75021304773286,114.938880794568,23.5420156061757,27.2741682849828,176.583696347792,1.47712937362367,146.038513053517,11.1655230057636,307079684,Makkajo'xori
20-40,Loy,,1.37566422598737,7.78194471790172,2.55390119434693,20.301336548058,18.5444315890627,122.574474561075,0.820226150454096,107.635199182843,13.2673184150387,26.7524499577072,112.30009033893,0.579374983979199,132.494550530707,6.07634485065896,51165627,Paxta
20-40,Loy,26.2834570078433,1.31416948269169,6.86320544857886,2.27568849486842,18.9032310941207,15.456606689587,104.352645547671,1.18096730324132,179.975496464605,15.9571439306874,41.4956763570586,116.252435266936,0.686088988444511,170.354690209967,12.6982837111323,17188135,Paxta
40-60,Yengil qum,23.8032550232767,1.5262060296011,7.61152400303888,3.27683769143597,17.6296238899431,15.3147956596742,124.250081311076,0.631970913415745,139.673215887257,11.4234880256479,27.1965627465001,59.6125375587019,0.442582217047086,91.3801632940505,12.8787615106919,1825265,Paxta
0-20,Yengil qum,32.4129851968391,1.33074903482132,6.73630256132413,2.33173529321448,22.9410255862922,24.1809419775322,139.718872793019,1.22951182838368,192.902200360358,12.5436401242554,42.668231580866,77.4912282572733,0.650703009574211,116.362714702605,11.8482145526272,62308882,Paxta
20-40,Qumoq,20.21954879357,1.41589770241809,6.48176504584268,1.45357105086552,112.270301709136,38.3537946619319,171.012182826457,1.89753191898471,110.243016285333,16.5195553711807,23.8217493492207,98.9003146571908,,90.8388748941102,9.58088337818273,136863,Kartoshka
0-20,Qumoq,29.5753951238095,1.21801395215314,7.35764829823521,1.14103762967816,24.4712156618494,13.0905312196281,196.896183669825,1.01623317133127,183.549967481233,16.8293860007355,51.3131173587578,295.575049550618,1.95281713684036,162.824947607132,17.4202084256373,26448091,Bug'doy
20-40,Qumoq,20.3251638817888,1.19953358518659,6.6717576829382,1.32053792127749,147.303984613347,22.1564441604697,162.702790762804,1.26608562591591,60.8996276938441,17.3570408513923,2.71582085157634,17.432411780861,0.66489740847476,15.1249339498474,2.44272923791521,4043487,Sabzi
40-60,Qum,24.5145023228992,1.48790431731633,6.57278875872662,1.66209165637886,91.7996292610837,49.7749234074168,163.400009860948,0.944447644732862,99.6608427589219,17.3998164398238,19.4170003444234,68.2267217453355,0.735041554343917,60.0014970967427,10.2265518987622,208940,Qalampir
0-20,Yengil qum,30.2767776600453,1.10411524636604,7.07065906209879,1.15442845428839,123.975585708727,,229.173845527228,2.59109493205945,193.19130123915,32.1876814614049,45.7538782222125,90.2918946630213,1.79253976130024,165.060800412264,24.7900631818626,117748851,Makkajo'xori
20-40,Loy,24.958588306793,1.31229051028643,6.67693483614567,1.52314322481873,127.638759363514,56.8539310401375,227.314917987783,1.69322113609703,126.015044221372,26.9759022570566,22.6156752738166,114.16191673475,0.849734368347814,90.6769685650938,10.5991634389012,2216889,Qalampir
60-90,Loy,23.7660059015662,1.57004394100649,6.67778295011947,1.30883482965333,107.436429376337,51.6185980688453,137.568749599042,1.22822507646195,81.3498174922345,9.22226100115584,26.0321397185367,27.2563321513797,0.350351436379606,81.4124065951209,6.7968047838511,10916,Qalampir
60-90,Loy,24.9088777590247,1.34519957626635,7.13091148483424,1.95379372470564,72.5519705949653,37.8208929530172,224.669484636162,2.23489978842213,139.56389067124,21.4630826917528,15.9035780444666,59.6811347701481,1.04745188832192,103.704917952316,7.03861227926142,16537069,Makkajo'xori
40-60,Yengil qum,22.927679748199,1.47675531626157,8.38595238797204,2.90805084141983,19.7275633385745,16.9781940621207,127.967894713895,0.787067294154255,144.333402495786,8.77698804424443,20.2296135421147,101.255062836973,0.783052260405359,87.5107624227179,10.6364581199263,886948,Paxta
40-60,Gill,,1.27984739170899,6.5613909744691,1.9550904376514,158.275788399647,24.903844337637,125.248475026866,1.06672659356542,46.4554472743726,15.6857126841452,1.80858048326601,11.2955423789594,0.762578257682166,18.7232280227547,1.623604337664,396272,Sabzi
0-20,Gill,31.0754477397666,1.24880804983513,7.0290580104256,3.49665951040255,26.5457558250576,19.8426101518189,131.914255593493,1.05439169917394,162.982596676423,14.8374455444557,27.3156137500062,134.809293779981,0.875264592366122,140.673521107908,14.6002013533676,65240379,Paxta
0-20,Loy,29.7239666208752,1.27510958676753,6.13580814551247,1.23761491081304,69.3526029285231,62.4516665964293,139.397368938679,1.72679199453063,193.937715693162,18.3454853732642,29.4746053349331,80.8592293096318,0.774734772464707,192.675247866674,17.12082876565,15133043,Loviya
40-60,Loy,25.6006487337801,1.4827761122064,7.54542011682144,1.98243977873565,15.5188226221903,5.31880048584993,115.927149392436,0.964597875237768,217.656261144042,12.0064087617627,21.0071538733908,248.450329652922,1.55713316457313,149.097253224043,19.0854204530605,2287568,Bug'doy
60-90,Loy,23.9296247059208,1.38743434657441,6.95274620803461,1.70464055708361,116.975082005259,58.9821270690319,137.98317684074,0.99912754321194,131.732588076222,9.66600223038664,22.6089021934026,21.2052077205968,0.410485771499667,51.5880577326709,4.4756657796277,266288,Qalampir
20-40,Qum,31.6729827836051,1.27296581099547,6.94868954434893,1.46441590743612,173.113415894037,70.8820497135748,235.373252604202,2.71835342607769,130.228157149829,25.7578787843588,58.4668532268359,132.4670240657,1.17066422048776,187.251409333604,18.431804536502,15762789,Makkajo'xori
20-40,Yengil qum,29.682880996626,1.3074407804325,7.26993960345249,1.42840245596302,18.9384134031228,11.4673652673111,176.62051579248,0.829169521170336,236.98621714332,12.3857723671972,54.1647259465092,100.645567089432,1.65729590407056,128.716033750593,12.3523950234309,22896105,Bug'doy
0-20,Yengil qum,29.5141434622321,1.21686025929802,5.89546795407788,1.38655504074456,178.802766872865,86.5821693282843,296.541312421065,2.92383571998614,150.954209188486,31.3286604666591,61.3827318932897,184.473835212206,1.15445337311084,192.72116906841,22.2023865024528,131262927,Makkajo'xori
20-40,Qumoq,24.9816478061869,1.23102569217221,6.36351949411458,0.938041230044958,156.359279132075,40.5108203588808,236.168734027552,3.43759085264071,138.408688110191,27.6794106144109,30.5488149736685,148.933621923247,1.19989253262283,159.965220502907,11.84933494239,7245834,Kartoshka
40-60,Gill,25.6705209932715,1.35277988124388,6.80430990270729,1.51713669438697,68.2664907032872,42.9986318118619,105.472870905178,1.47792005749377,137.521757764618,11.0675876534423,34.9721836809968,36.6311375491411,0.73408283809092,129.504334019045,15.740376889521,310603,Loviya
20-40,Yengil qum,31.2804349957571,1.2669511617576,7.04391673058684,1.28237967142715,107.729369355114,58.5101866125471,253.511079316082,2.72098753577585,124.953804690241,28.5654950693704,55.6659909669538,77.3921138671994,1.22310839632575,120.520622326168,21.7554060089377,29117679,Makkajo'xori
40-60,Loy,26.8007707454802,1.40667510582264,6.61426412861455,1.45172530386555,156.699151923191,68.2748665422853,225.426222441825,2.47709543081452,152.115201621652,27.9863318815469,49.2389487882925,129.688452841713,0.911211571647617,105.613274570997,11.8986863729276,9003814,Makkajo'xori
40-60,Loy,22.6258206315092,1.45139990554361,7.97824373936178,3.54654594757851,15.8013328338158,12.0109764512224,95.4911644621404,0.703112005574383,120.558329085429,12.0465737909043,23.8009637840762,76.7964774846611,,157.6991484483,9.67368857859793,3773013,Paxta
0-20,Loy,27.6269158136327,1.18762240992777,6.58570213830021,1.78399398689074,112.624207934509,80.267556113467,235.345151091652,1.77473516131353,149.241464832875,29.4363304971429,46.3394507235564,105.436820211033,0.901846431437956,115.89610182817,10.1652356224897,28242590,Qalampir
20-40,Qumoq,24.2861130398339,1.28668782027143,6.87579457581454,1.88107184335899,170.383492029695,42.4695264420885,166.711433769472,0.83938826599403,50.6503047815966,21.8330378904907,4.49675366195502,10.780583523401,0.781844340945449,21.6306351053686,1.89517519692114,421433,Sabzi
0-20,Gill,24.8730620376277,1.19021020927248,6.40673663406761,1.53038958278511,195.812220415402,49.5893593067204,152.528167192848,1.43642304761662,73.3368499181534,18.0253332821857,4.75022805432164,16.2587052683101,0.743325067967771,20.5587177869351,2.2178122756534,7898479,Sabzi
20-40,Loy,30.4305200815958,1.30388014301987,7.02938710632802,3.67335233967146,23.0273242632961,17.4887368502556,116.509869794458,0.935638184640031,171.652930929399,16.8270151048994,40.6349970671599,66.2026765653296,0.894117182532559,89.958163804656,13.5520928161214,17960366,Paxta
40-60,Loy,21.2513762104937,1.53803386220101,8.25419581139084,2.76821051278778,15.6405433304348,13.1924958635547,121.305982328336,1.31775849968965,95.7512173563121,10.6156872755515,18.389482895785,,0.683472216038369,79.992605631562,5.18644095767339,4634667,Paxta
40-60,Loy,18.5328583611602,1.38310504964651,6.75639370151816,1.94513017157933,153.113723292559,16.1614186163864,95.6109594482683,1.03619579917475,59.7143709541817,15.5749089415594,3.20039147510389,9.46445805897933,0.681968907167914,13.07673154624,1.80696632566001,841176,Sabzi
0-20,Loy,33.9151371269561,1.11109041285823,6.84177946076753,1.60018851159888,154.820261085773,88.8968625608883,283.813834169807,2.68726246270601,136.817305907731,35.3448245208793,44.9135914635903,108.201363531604,0.898885168288571,176.83569764752,21.4844615975118,786584141,Makkajo'xori
60-90,Qumoq,20.9862878995351,1.45720026727124,6.58864358102591,1.43390029846045,74.961472831534,46.5127451013685,108.277426889826,2.18564408835581,65.6470946802532,21.6102849341001,31.6469775870795,62.4727887082549,0.75517406548905,49.8386055563214,2.00907095521255,14989,Kartoshka
